sku,fullName,url,activo,categoria,subcategoria,precio_actual,precio_referencia,stock_actual,tipo_receta,laboratorio,marca,presentacion,composicion,principio_activo,principio_activo_id
98470,Dvida Max Vitamina D3 50.000UI Polvo Suspensión Oral 1.1g 4 Viales,https://www.farmaloop.cl/products/dvida-max-50000-ui-x-4-vial-polvo-para-suspension-oral-98470/,true,Suplementos y Vitaminas,Vitaminas y Minerales,17500,33999,8,Presentación receta médica,LABORATORIOS ANDROMACO S A,,Unidad,vitamina d3 50000 UI,Vitamina d3,9052c1e6-440e-4b3f-b068-0c867dfcbda5
96533,Bonavid 300.000 UI x 2 ml,https://www.farmaloop.cl/products/bonavid-300000-ui-x-2-ml-96533/,true,Suplementos y Vitaminas,Vitaminas y Minerales,19990,25190,0,Presentación receta médica,LABORATORIO PASTEUR S.A.,,100 ml,vitamina d3 300000 UI,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
98982,Dvida Max 50000 UI x 1 Vial Polvo Para Suspensión Oral,https://www.farmaloop.cl/products/dvida-max-50000-ui-x-1-vial-polvo-para-suspension-oral-98982/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS ANDROMACO S A,,Unidades,vitamina d3,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
140250,"Deblax 2,5mg x 1 Cápsula Blanda",https://www.farmaloop.cl/products/deblax-25mg-x-1-capsula-blanda-140250/,false,Suplementos y Vitaminas,Vitaminas,14460,17890,0,Presentación receta médica,TECNOFARMA S.A.,,Cápsula,"vitamina d3 2,5 mg",Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
96914,Vitde 800 UI x 10 ml Solución Oral Para Gotas,https://www.farmaloop.cl/products/vitde-800-ui-x-10-ml-solucion-oral-para-gotas-96914/,false,Suplementos y Vitaminas,Vitaminas y Minerales,15800,18590,10,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,100 ml,vitamina d3,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
96912,Vitde 500 Ui x 30,https://www.farmaloop.cl/products/vitde-500-ui-x-30-96912/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,Unidad,,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
120987,Summavit Gotas x 20 ml,https://www.farmaloop.cl/products/summavit-gotas-x-20-ml-120987/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,34,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,100 ml,vitamina d3 200 UI,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
96913,Vitde 800 UI 30 Comprimidos,https://www.farmaloop.cl/products/vitde-800-ui-x-30-comprimidos-96913/,true,Suplementos y Vitaminas,Vitaminas y Minerales,12450,16090,5,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,Comprimido,vitamina d3,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
104739,Acuode 300.000 Ui Frasco Gotero,https://www.farmaloop.cl/products/acuode-300000-ui-frasco-gotero-104739/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS RECALCINE SA,,100 ml,,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
150100,DVidamax 2.000 UI 30 Cápsulas Blandas,https://www.farmaloop.cl/products/dvidamax-2000ui-x-30-capsulas-blandas-150100/,true,Suplementos y Vitaminas,Vitaminas y Minerales,16190,20240,2,Presentación receta médica,LABORATORIOS ANDROMACO S A,LAB.ANDROMACO S.A.,Cápsula,vitamina d3 2000 UI,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
150319,Vitamina D3 800 UI x 90 Capsulas,https://www.farmaloop.cl/products/vitamina-d3-800-ui-x-90-capsulas-150319/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO SCL,,Cápsula,vitamina d3 800 UI,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
91031,Vitaminas ADC Gotas Pediátricas 30ml,https://www.farmaloop.cl/products/vitaminas-adc-gotas-pediatricas-91031/,true,Suplementos y Vitaminas,Vitaminas y Minerales,5990,11890,2,Presentación receta médica,LABORATORIO CHILE S A,,100 ml,vitamina d3 | vitamina c | vitamina a,"Vitamina D3,Vitamina C,Vitamina A",819f47bb-7aff-4e0e-92a5-540dcd555ea2
110760,Vitaminas Adc Gotas Pediatricas,https://www.farmaloop.cl/products/vitaminas-adc-gotas-pediatricas-110760/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,MEDICAL INTERNATIONAL LABORATORIES CORPORATION S.A.,,100 ml,vitamina d3 | vitamina c | vitamina a,"Vitamina D3,Vitamina C,Vitamina A",819f47bb-7aff-4e0e-92a5-540dcd555ea2
82474,Aquasol A-C-D Gotas,https://www.farmaloop.cl/products/aquasol-acd-gotas-82474/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),INTERPHARMA S.A.,,Unidad,,"Vitamina D3,Vitamina C,Vitamina A",819f47bb-7aff-4e0e-92a5-540dcd555ea2
83075,Zincovit Plus Jarabe,https://www.farmaloop.cl/products/zincovit-plus-jarabe-83075/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,ITF-LABOMED FARMACEUTICA LTDA.,,100 ml,,"Vitamina D3,Vitamina C,Vitamina A,Zinc,Vitamina E,Vitamina D33",08055916-82bf-4cc4-8ee5-d9ab51a91582
104670,Egogyn 1000 UI x 30 Cápsulas,https://www.farmaloop.cl/products/egogyn-1000-ui-x-30-capsulas-104670/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS RECALCINE SA,,Cápsula,vitamina e 1000 UI,Vitamina E,64b0a169-6c74-4205-8abf-ff6df86084a1
139873,Vitamina E 400 UI Sundown 200 Cápsulas Softgels,https://www.farmaloop.cl/products/vitamina-e400-sundown-x-200-soft-139873/,true,Suplementos y Vitaminas,Vitaminas y Minerales,26990,35990,2,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Capsula,vitamina e,VITAMINA E,20a9289b-4283-485a-a62f-813f2fb712fa
140519,Vitamina E 400 UI x 30 Arama,https://www.farmaloop.cl/products/vitamina-e-400-ui-x-30-arama-140519/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),ARAMA NATURAL PRODUCTS DISTRIBUIDORA LIMITADA,,Capsula,vitamina e,Vitamina E,64b0a169-6c74-4205-8abf-ff6df86084a1
131628,E-Tec-1000 Vitamina E 1G,https://www.farmaloop.cl/products/etec1000-vitamina-e-1g-131628/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,TECNOFARMA S.A.,,Capsula,,Vitamina E,64b0a169-6c74-4205-8abf-ff6df86084a1
105839,Egogyn Vitamina E 400 U.I.,https://www.farmaloop.cl/products/egogyn-vitamina-e-400-ui-105839/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS RECALCINE SA,,Capsula,,Vitamina E,64b0a169-6c74-4205-8abf-ff6df86084a1
140423,Vitamina E 400 UI x 30 Cápsulas Blandas,https://www.farmaloop.cl/products/vitamina-e-400-ui-x-30-capsulas-blandas-140423/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO SPRINGLIFE,SPRINGLIFE,Cápsula,vitamina e 400 UI,Vitamina E,64b0a169-6c74-4205-8abf-ff6df86084a1
104758,Egogyn Cap. Blandas 400 mg x 30 Imp,https://www.farmaloop.cl/products/egogyn-cap-blandas-400-mg-x-30-imp-104758/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS RECALCINE SA,,Capsula,,Vitamina E,64b0a169-6c74-4205-8abf-ff6df86084a1
110783,Springlife Cranberry Plus Vit.C 60 Caps,https://www.farmaloop.cl/products/springlife-cranberry-plus-vitc-60-caps-110783/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MEDICAL INTERNATIONAL LABORATORIES CORPORATION S.A.,,Capsula,vitamina e | vitamina c | cranberry,"Vitamina E,Vitamina C,Cranberry",1564c6a7-086b-42c8-a43d-14761cc37ae5
92292,Inveade Polivitaminico Perros,https://www.farmaloop.cl/products/inveade-polivitaminico-perros-92292/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO DRAG PHARMA CHILE INVETEC SA,,Unidad,,"Vitamina E,Vitamina D,Vitamina A",fbc25291-3eb6-4c7c-be9e-763b24406724
130151,Active On (Vitaminas Y Minerales) 30Comp,https://www.farmaloop.cl/products/active-on-vitaminas-y-minerales-30comp-130151/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),SOCIEDAD COMERCIALIZADORA DE SUPLEMENTOS ALIMENTICIOS S.A.,,Comprimido,vitaminas,Vitaminas,98dd7721-2945-41d9-a1d7-7dfdb872b5b6
16956,Berocca Plus 30 Comprimidos Recubiertos,https://www.farmaloop.cl/products/berocca-plus-30-comprimidos-recubiertos-16956/,true,Suplementos y Vitaminas,Vitaminas y Minerales,19990,28060,4,Venta directa (Sin receta),BAYER S.A.,,Comprimido,vitaminas b | magnesio | calcio,"Vitaminas B,Magnesio,Calcio",0c245572-cfd7-4199-b7fe-bf09d4cd919d
57061,Centrum Silver Tab x 60 Btl Cl,https://www.farmaloop.cl/products/centrum-silver-tab-x-60-btl-cl-57061/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),GLAXOSMITHKLINE CHILE FARMACEUTICA LIMITADA,,Unidad,,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
16954,Supradyn x 30 Grageas,https://www.farmaloop.cl/products/supradyn-x-30-grageas-16954/,true,Suplementos y Vitaminas,Vitaminas y Minerales,15350,19190,5,Venta directa (Sin receta),BAYER S.A.,,Comprimido,vitaminas | minerales,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
57049,Centrum Adultos Multivitamínico 30 Comprimidos,https://www.farmaloop.cl/products/centrum-x-30-comprimidos-57049/,true,Suplementos y Vitaminas,Vitaminas y Minerales,7790,14290,27,Venta directa (Sin receta),GLAXOSMITHKLINE CHILE FARMACEUTICA LIMITADA,,Comprimido,vitaminas | minerales,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
100996,Mezcla Liquida De Vitaminas Sabor Cherry,https://www.farmaloop.cl/products/mezcla-liquida-de-vitaminas-sabor-cherry-100996/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Unidad,,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
83144,Naticare Supra x 30 Cápsulas,https://www.farmaloop.cl/products/naticare-supra-x-30-capsulas-83144/,true,Suplementos y Vitaminas,Vitaminas y Minerales,15990,20090,2,Venta directa (Sin receta),ITF-LABOMED FARMACEUTICA LTDA.,,Unidad,vitaminas | minerales,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
101211,Vitaminas Minerales Masticables Tuti-Fr,https://www.farmaloop.cl/products/vitaminas-minerales-masticables-tutifr-101211/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Unidad,,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
96489,Manhaé x 30 Capsulas,https://www.farmaloop.cl/products/manhae-x-30-capsulas-96489/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,Unidad,,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
53788,Suplemento Neuro Exeltis,https://www.farmaloop.cl/products/suplemento-neuro-exeltis-53788/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),EXELTIS CHILE SPA,,Comprimido,vitaminas | minerales,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
92270,Multivitaminico Para Perros Adulto,https://www.farmaloop.cl/products/multivitaminico-para-perros-adulto-92270/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO DRAG PHARMA CHILE INVETEC SA,,Unidad,,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
56231,Multivitaminico Complejo B,https://www.farmaloop.cl/products/multivitaminico-complejo-b-56231/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),GENOMMA LAB CHILE S.A.,,Unidad,,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
57059,Centrum Silver Multivitamínico 30 Comprimidos,https://www.farmaloop.cl/products/centrum-silver-x-30-comprimidos-57059/,true,Suplementos y Vitaminas,Vitaminas y Minerales,8990,18299,20,Venta directa (Sin receta),GLAXOSMITHKLINE CHILE FARMACEUTICA LIMITADA,,Comprimido,vitaminas | minerales | multivitaminico,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
92315,Equifort Jarabe x 500ml,https://www.farmaloop.cl/products/equifort-jarabe-x-500ml-92315/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO DRAG PHARMA CHILE INVETEC SA,,Unidad,,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
106847,Tol Total Vitaminas Jarabe 100 mL,https://www.farmaloop.cl/products/tol-total-vitaminas-jarabe-100-ml-106847/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS SAVAL S A,,100 ml,vitaminas | minerales,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
16952,Supradyn Active x 30 Comprimidos,https://www.farmaloop.cl/products/supradyn-active-x-30-comprimidos-16952/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),BAYER S.A.,,Comprimido,vitaminas | minerales,"Vitaminas,Minerales",c5a40177-0e56-4853-a470-e6de77bc811c
129283,Pharmaton Essential,https://www.farmaloop.cl/products/pharmaton-essential-129283/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),SANOFI-AVENTIS DE CHILE S.A.,,Capsula,,"Vitaminas,Minerales,Aceite De Pescado",7296755f-fdcf-4f41-a791-6bd0664154cd
104363,Prenamin N Doble Acción Vitaminas 400 UI 30 Comprimidos + 30 Capsulas,https://www.farmaloop.cl/products/prenamin-n-doble-accion-vitaminas-400-ui-30-comprimidos-30-capsulas-104363/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,Capsula,,"Vitaminas,Minerales,Acido Docosahexaenoico (Dha)",c529bde3-aed3-4f09-9770-03422641bcc5
100966,Infor-E Vitaminas 440 UI x 30 Cápsulas Blandas,https://www.farmaloop.cl/products/infore-vitaminas-440-ui-x-30-capsulas-blandas-100966/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS PRATER S A,,Capsula,,"Vitaminas,Minerales,Ginseng",62625fb8-4fa5-4b0d-a397-56da5de50a29
126506,Biocord Multivitamin. C/Extracto De Gins,https://www.farmaloop.cl/products/biocord-multivitamin-cextracto-de-gins-126506/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),PRODUCTOS FARMACEUTICOS MEDIPHARM SPA,,Capsula,,"Vitaminas,Minerales,Ginseng",62625fb8-4fa5-4b0d-a397-56da5de50a29
101215,Infor E x 39 Capsulas,https://www.farmaloop.cl/products/infor-e-x-39-capsulas-101215/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS PRATER S A,,Capsula,,"Vitaminas,Minerales,Ginseng",62625fb8-4fa5-4b0d-a397-56da5de50a29
100855,Infor (Energizante),https://www.farmaloop.cl/products/infor-energizante-100855/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS PRATER S A,,Capsula,,"Vitaminas,Minerales,Ginseng",62625fb8-4fa5-4b0d-a397-56da5de50a29
101230,Infor Omega 30 Capsulas,https://www.farmaloop.cl/products/infor-omega-30-capsulas-101230/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS PRATER S A,,Capsula,,"Vitaminas,Minerales,Omega3",ec32c00b-16d2-439f-94b2-46f5e0757a21
139899,Activ On Kids X 30 Comp Masticables,https://www.farmaloop.cl/products/activ-on-kids-x-30-comp-masticables-139899/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),SUPLALIM LTDA,,Comprimido,vitaminas | minerales | probioticos,"Vitaminas,Minerales,Probióticos",88b2147f-5aa1-455a-ae8e-77108defc4e8
101238,Infortin Probiotico 30 Comprimidos,https://www.farmaloop.cl/products/infortin-probiotico-x-30-comprimidos-101238/,true,Suplementos y Vitaminas,Vitaminas y Minerales,8640,15590,5,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Unidad,vitaminas | minerales | probioticos,"Vitaminas,Minerales,Probioticos",f3ff3e50-f187-4125-9bb5-cf6958f372b5
8237,"Glucerna Tpc Sabor Vainilla, tarro 850 g",https://www.farmaloop.cl/products/glucerna-tpc-vainilla-x-850-grs-8237/,true,Suplementos y Vitaminas,Suplementos,30990,33890,2,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,Tarro,vitaminas | proteinas | minerales,"Vitaminas,Proteinas,Minerales",2b4294f7-3d75-4204-acf4-b6ff5a138c0d
8221,Ensure Vainilla x 1 Unidad,https://www.farmaloop.cl/products/ensure-vainilla-x-1-unidad-8221/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,Unidad,,"Vitaminas,Proteinas,Minerales",2b4294f7-3d75-4204-acf4-b6ff5a138c0d
8219,Ensure Frutilla x 1 Unidad,https://www.farmaloop.cl/products/ensure-frutilla-x-1-unidad-8219/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,Unidad,,"Vitaminas,Proteinas,Minerales",2b4294f7-3d75-4204-acf4-b6ff5a138c0d
8228,Ensure Adv Vain x 400Grs.,https://www.farmaloop.cl/products/ensure-adv-vain-x-400grs-8228/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,Unidad,,"Vitaminas,Proteinas,Minerales",2b4294f7-3d75-4204-acf4-b6ff5a138c0d
8214,Glucerna Triplecare Vainilla x 900 Gr,https://www.farmaloop.cl/products/glucerna-triplecare-vainilla-x-900-gr-8214/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,Unidad,,"Vitaminas,Proteinas,Minerales",2b4294f7-3d75-4204-acf4-b6ff5a138c0d
100978,Multivitaminico Con Coenzima Q11,https://www.farmaloop.cl/products/multivitaminico-con-coenzima-q11-100978/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS PRATER S A,,Capsula,,"Vitaminas,Q10,Minerales,Ginseng",2c52feaf-bce3-42f3-b5ba-6cf2a8e1de22
101216,Infor Q10 x 39 Capsulas,https://www.farmaloop.cl/products/infor-q10-x-39-capsulas-101216/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS PRATER S A,,Capsula,,"Vitaminas,Q10,Minerales,Ginseng",2c52feaf-bce3-42f3-b5ba-6cf2a8e1de22
140599,Infortin x 30 Comprimidos Masticables,https://www.farmaloop.cl/products/infortin-x-30-comprimidos-masticables-140599/,true,Suplementos y Vitaminas,Vitaminas y Minerales,9190,12690,2,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,vitaminas | minerales,Vitaminas; Minerales,aeaec86c-2449-411a-aae5-bc8db65dd8d4
140598,Infor Pro Vegan Probiótico x 60 Comprimidos,https://www.farmaloop.cl/products/infor-pro-vegan-probiotico-x-60-comprimidos-140598/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,vitaminas | minerales | probioticos,Vitaminas; Minerales; Probioticos,376bc9a5-2b17-446a-ad62-1368d897e6a3
150144,Muno 5 x 30 Cápsulas,https://www.farmaloop.cl/products/muno-5-x-30-capsulas-150144/,true,Suplementos y Vitaminas,Suplementos,14160,20199,3,Venta directa (Sin receta),AXON PHARMA SPA,MUNO,Cápsula,vitaminas | minerales | probioticos,Vitaminas; Minerales; Probioticos,376bc9a5-2b17-446a-ad62-1368d897e6a3
83096,Naticare Lat,https://www.farmaloop.cl/products/naticare-lat-83096/,false,Suplementos y Vitaminas,Vitaminas,,,0,Presentación receta médica,ITF-LABOMED FARMACEUTICA LTDA.,,Unidad,,"Yodo,Vitamina D,Vitamina A,Omega3,Hierro,Calcio,Ac.Folico",be8d05d0-0696-40ef-bebb-5e8aa45633d6
106974,Altazinc 15 mg  40 Comprimidos,https://www.farmaloop.cl/products/altazinc-15-mg-x-40-comprimidos-106974/,true,Suplementos y Vitaminas,Suplementos,17920,22399,3,Presentación receta médica,LABORATORIOS SAVAL S A,,Comprimido,zinc,Zinc,0ac2fe99-2a36-48e9-a630-fc25a0a8b085
106975,Alta Zinc 5 mg/ml x 30 ml Solución Oral Para Gotas,https://www.farmaloop.cl/products/alta-zinc-5-mgml-x-30-ml-solucion-oral-para-gotas-106975/,true,Suplementos y Vitaminas,Vitaminas y Minerales,19590,24490,1,Venta directa (Sin receta),LABORATORIOS SAVAL S A,,100 ml,zinc,Zinc,0ac2fe99-2a36-48e9-a630-fc25a0a8b085
140327,Nutrapharm Zinc 15 mcg Nutrapharm 60 Comprimidos,https://www.farmaloop.cl/products/nutrapharm-zinc-15-mcg-x-60-comprimidos-140327/,true,Suplementos y Vitaminas,Vitaminas y Minerales,5900,7990,5,Venta directa (Sin receta),NUTRAPHARM,,Comprimido,zinc 15 mg,Zinc,0ac2fe99-2a36-48e9-a630-fc25a0a8b085
96705,Beez 10 mg x 30 Comprimidos,https://www.farmaloop.cl/products/beez-10-mg-x-30-comprimidos-96705/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,Unidad,,Zinc,0ac2fe99-2a36-48e9-a630-fc25a0a8b085
138707,Zinc 15 x 60 Comprimidos,https://www.farmaloop.cl/products/zinc-15-x-60-comprimidos-138707/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),SIN COMPAÑIA,,Comprimido,zinc,Zinc,0ac2fe99-2a36-48e9-a630-fc25a0a8b085
107051,Altazinc 2.5mg/5ml Solución Oral 120ml,https://www.farmaloop.cl/products/altazinc-25mg5ml-solucion-oral-120ml-107051/,true,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,LABORATORIOS SAVAL S A,,100 ml,zinc,Zinc,0ac2fe99-2a36-48e9-a630-fc25a0a8b085
96707,Beez Gotas 30 ml,https://www.farmaloop.cl/products/beez-gotas-30-ml-96707/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,Unidad,,Zinc,0ac2fe99-2a36-48e9-a630-fc25a0a8b085
96706,Beez Suplemento en Base a Zinc 15mg 30 Comprimidos,https://www.farmaloop.cl/products/beez-15-mg-x-30-comprimidos-96706/,true,Suplementos y Vitaminas,Vitaminas y Minerales,17500,21890,0,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,Unidad,zinc 15 mg,Zinc,0ac2fe99-2a36-48e9-a630-fc25a0a8b085
140402,Num-Zit Zinc 10 mg 30 Comprimidos,https://www.farmaloop.cl/products/numzit-zinc-10-mg-30-comprimidos-140402/,false,Suplementos y Vitaminas,Suplementos,,,4,Venta directa (Sin receta),LABORATORIOS ANDROMACO S A,,Comprimido,zinc,Zinc,0ac2fe99-2a36-48e9-a630-fc25a0a8b085
